channel_title,category_id,views,likes,dislikes,comment_total,date,,,,,,,,,,
CBS This Morning,25,7386,56,15,69,12.1,,,,,,,,,,
Anwar Jibawi,23,3181840,109643,2638,4965,12.1,,,,,,,,,,
WBAL-TV 11 Baltimore,25,16977,31,1,70,12.1,,,,,,,,,,
BETNetworks,24,24786774,780500,127204,265461,13.1,,,,,,,,,,
Associated Press,25,185798,768,483,0,13.1,,,,,,,,,,
Team Edge,23,1042303,20603,2224,7213,13.1,,,,,,,,,,
Late Night with Seth Meyers,23,718223,15007,4742,3274,13.1,,,,,,,,,,
Half as Interesting,27,287053,10265,643,1511,13.1,,,,,,,,,,
AsapSCIENCE,28,261553,11975,145,1159,13.1,,,,,,,,,,
MLB,17,253110,1671,198,742,13.1,,,,,,,,,,
ClevverTV,24,434367,13029,1455,1373,13.1,,,,,,,,,,
ProZD,1,756795,55874,1196,5249,13.1,,,,,,,,,,
Marques Brownlee,28,485033,42134,535,4337,13.1,,,,,,,,,,
KaneBrownVEVO,10,95856,5065,75,290,13.1,,,,,,,,,,
Meet Arnold,22,1862708,72931,2024,10539,13.1,,,,,,,,,,
Cracken News,25,2607785,19116,804,3511,13.1,,,,,,,,,,
Walk off the Earth,10,264375,22884,275,1288,13.1,,,,,,,,,,
The Late Late Show with James Corden,24,886790,28399,400,2282,13.1,,,,,,,,,,
markit aneight,22,161398,1768,84,216,13.1,,,,,,,,,,
The Tonight Show Starring Jimmy Fallon,23,1109607,19554,482,1040,13.1,,,,,,,,,,
Netflix,24,168788,9700,120,675,13.1,,,,,,,,,,
Ryan Upchurch,24,165112,10228,461,1595,13.1,,,,,,,,,,
OfficialGucciMane,10,166711,8620,207,888,13.1,,,,,,,,,,
The Slow Mo Guys,24,1198361,42180,552,2555,13.1,,,,,,,,,,
Douglas Thron,25,495553,0,0,0,13.1,,,,,,,,,,
Vogue,24,1634485,46174,1655,7964,13.1,,,,,,,,,,
CGTN,25,3873250,34664,6624,7501,13.1,,,,,,,,,,
jacksfilms,23,890874,51039,351,27312,13.1,,,,,,,,,,
johnlegendVEVO,10,186321,10169,338,877,13.1,,,,,,,,,,
itsAlexClark,1,280441,15475,364,4587,13.1,,,,,,,,,,
The Late Show with Stephen Colbert,24,283117,4359,198,799,13.1,,,,,,,,,,
Camila Cabello,10,42341,11538,23,673,13.1,,,,,,,,,,
Taylor Swift,10,459875,30731,2476,3450,13.1,,,,,,,,,,
ExplosmEntertainment,23,931276,41515,1352,3055,13.1,,,,,,,,,,
michaeljacksonVEVO,10,259965,27376,335,4057,13.1,,,,,,,,,,
Star Wars,24,26208268,610220,21122,98683,13.1,,,,,,,,,,
Lindsey Stirling,24,981403,83305,1331,5076,13.1,,,,,,,,,,
SpaceX,28,369675,8721,117,1020,13.1,,,,,,,,,,
TheBackyardScientist,28,575851,23437,560,3392,13.1,,,,,,,,,,
truTV,24,161081,2920,168,367,13.1,,,,,,,,,,
CollegeHumor,23,261158,17223,1506,2121,13.1,,,,,,,,,,
bill wurtz,22,1329790,139481,3019,14044,13.1,,,,,,,,,,
BuzzFeedVideo,22,1064749,51783,2485,4625,13.1,,,,,,,,,,
The Food Ranger,19,366400,9443,286,2437,13.1,,,,,,,,,,
Auralnauts,23,40488,3052,31,413,13.1,,,,,,,,,,
PsychoSoprano,23,1180354,54389,560,5551,13.1,,,,,,,,,,
TheEllenShow,24,246394,2986,94,353,13.1,,,,,,,,,,
Nile Wilson,17,174904,9648,45,441,13.1,,,,,,,,,,
HellthyJunkFood,24,386348,11952,378,2577,13.1,,,,,,,,,,
Watch What Happens Live with Andy Cohen,24,14568,137,10,23,13.1,,,,,,,,,,
The School of Life,27,64686,3683,122,496,13.1,,,,,,,,,,
Tess Christine,26,148914,9494,102,574,13.1,,,,,,,,,,
National Yo-Yo Contest,17,477216,4320,180,454,13.1,,,,,,,,,,
Oculus,20,234826,1694,398,701,13.1,,,,,,,,,,
Cracked,23,197462,10907,1488,2877,13.1,,,,,,,,,,
Fox News,25,423436,5184,1120,2549,13.1,,,,,,,,,,
colinfurze,2,483860,16318,727,1236,13.1,,,,,,,,,,
SonyPicturesClassics,24,64394,969,26,129,13.1,,,,,,,,,,
JessieWareVEVO,10,51248,4256,24,251,13.1,,,,,,,,,,
CupcakeJemma,26,23145,1548,8,79,13.1,,,,,,,,,,
Jimmy Kimmel Live,23,3159145,47379,2907,3764,13.1,,,,,,,,,,
Kris Wu,10,581951,53946,698,6505,13.1,,,,,,,,,,
Mayim Bialik,1,93700,5379,1188,1918,13.1,,,,,,,,,,
Vox,25,486103,11772,714,1678,13.1,,,,,,,,,,
E! Entertainment,24,12012,114,9,17,13.1,,,,,,,,,,
FreeDawkins,17,101265,908,18,523,13.1,,,,,,,,,,
Glam&Gore,22,228101,17322,100,1672,13.1,,,,,,,,,,
Paramore,10,94468,10519,88,688,13.1,,,,,,,,,,
Wil Dasovich,22,194148,9707,140,1836,13.1,,,,,,,,,,
Brave Wilderness,15,750038,25932,257,3987,13.1,,,,,,,,,,
PBS NewsHour,25,7569,60,5,0,13.1,,,,,,,,,,
SamSmithWorldVEVO,10,655109,46287,223,2804,13.1,,,,,,,,,,
SORTEDfood,26,108380,3513,70,243,13.1,,,,,,,,,,
VICE News,25,25934,396,17,315,13.1,,,,,,,,,,
Looper,24,804710,6964,554,1472,13.1,,,,,,,,,,
Nintendo,20,1196387,66552,1074,13493,13.1,,,,,,,,,,
Snapchat,10,155407,0,0,0,13.1,,,,,,,,,,
ESPN,17,54867,836,18,631,13.1,,,,,,,,,,
Numberphile,28,236767,16015,194,1166,13.1,,,,,,,,,,
Nature on PBS,15,190538,333,6,25,13.1,,,,,,,,,,
Domo and Crissy,23,1021587,69459,1679,9208,13.1,,,,,,,,,,
Vanity Fair,23,367922,9952,329,653,13.1,,,,,,,,,,
FOX,24,9182,70,37,32,13.1,,,,,,,,,,
Refinery29,26,5078,117,7,16,13.1,,,,,,,,,,
GOTDAMN ZO,24,72299,7118,38,795,13.1,,,,,,,,,,
BuzzFeedBlue,17,191413,5329,452,544,13.1,,,,,,,,,,
Saturday Night Live,24,1165873,21986,2147,1846,13.1,,,,,,,,,,
Ari Fitz,26,13895,2043,12,240,13.1,,,,,,,,,,
AnthonyPadilla,23,172377,24234,349,3267,13.1,,,,,,,,,,
WWE,17,6167747,158892,3376,22076,13.1,,,,,,,,,,
Wassabi Productions,24,876315,44314,1664,4449,13.1,,,,,,,,,,
Demi Lovato,24,803709,44494,681,1792,13.1,,,,,,,,,,
The Global Goals,29,2946711,47337,28557,0,13.1,,,,,,,,,,
Tested,28,204252,7834,88,768,13.1,,,,,,,,,,
SuperCarlinBrothers,22,215229,9120,342,2122,13.1,,,,,,,,,,
Business Insider,25,719160,2203,6022,6923,13.1,,,,,,,,,,
Charlie Rose,24,219255,6115,74,390,13.1,,,,,,,,,,
Madelaine Petsch,22,268024,19273,42,2394,13.1,,,,,,,,,,
Volpe Music,10,97424,1899,33,316,13.1,,,,,,,,,,
vlogbrothers,22,246029,15603,217,2189,13.1,,,,,,,,,,
Casey Holmes,26,321736,12490,504,1331,13.1,,,,,,,,,,
Smosh,23,2128629,62045,6299,7437,13.1,,,,,,,,,,
Braun,17,35477,72,1,8,13.1,,,,,,,,,,
YBF Chic,24,12758,2,0,1,13.1,,,,,,,,,,
ViralHog,22,15642,35,10,26,13.1,,,,,,,,,,
Nerdist,24,97372,2972,175,557,13.1,,,,,,,,,,
Jackie Aina,26,443860,37337,362,4089,13.1,,,,,,,,,,
REACT,24,932717,23327,1002,2553,13.1,,,,,,,,,,
La Guardia Cross,23,69193,6705,23,908,13.1,,,,,,,,,,
JakeBuggVEVO,10,55208,9091,71,821,13.1,,,,,,,,,,
Desi Perkins,26,427827,33411,325,4007,13.1,,,,,,,,,,
Tyler Oakley,24,192861,15692,382,2441,13.1,,,,,,,,,,
Courtelizz1,26,94839,10721,24,2187,13.1,,,,,,,,,,
MyHarto,26,43702,4268,22,371,13.1,,,,,,,,,,
Amazon Video,24,59180,602,31,60,13.1,,,,,,,,,,
CaseyNeistat,22,3155205,109934,5368,11069,13.1,,,,,,,,,,
First We Feast,26,444028,11880,198,1161,13.1,,,,,,,,,,
ThreadBanger,26,922069,65230,566,6331,13.1,,,,,,,,,,
Arcus-3D,28,3600,15,0,2,13.1,,,,,,,,,,
St. Vincent,10,191719,3730,182,559,13.1,,,,,,,,,,
Crate and Barrel,26,35093,222,227,0,13.1,,,,,,,,,,
Jeremy Jahns,24,383552,17138,416,2703,13.1,,,,,,,,,,
Man About Cake,26,137286,7529,68,901,13.1,,,,,,,,,,
Jenny Nicholson,1,135791,6871,546,1526,13.1,,,,,,,,,,
LIVEKellyandRyan,24,19720,59,5,19,13.1,,,,,,,,,,
jypentertainment,10,7959216,761297,7011,151760,13.1,,,,,,,,,,
Peter McKinnon,22,256223,16598,164,1943,13.1,,,,,,,,,,
Dan Nystedt,22,1654276,5095,190,656,13.1,,,,,,,,,,
MavinRecords,10,65369,1659,84,246,13.1,,,,,,,,,,
LastWeekTonight,24,4773215,128708,11052,28231,13.1,,,,,,,,,,
NFL,17,684930,5435,319,1738,13.1,,,,,,,,,,
FilmRise Releasing,24,149669,1136,6,148,13.1,,,,,,,,,,
The Scran Line,26,45488,3016,26,214,13.1,,,,,,,,,,
Life Noggin,27,776401,20048,651,3818,13.1,,,,,,,,,,
How To Cake It,26,539203,25812,218,2438,13.1,,,,,,,,,,
Dulce Candy,26,32248,1430,52,159,13.1,,,,,,,,,,
Mini Marley,26,61995,5711,61,382,13.1,,,,,,,,,,
DavidParody,23,366650,17743,708,2998,13.1,,,,,,,,,,
TV Shows,22,847286,5662,1714,1520,13.1,,,,,,,,,,
In Real Life,22,215197,5506,1130,1735,13.1,,,,,,,,,,
Dancing With The Stars,24,280431,1322,15,72,13.1,,,,,,,,,,
NightHawkInLight,27,220491,7444,115,1092,13.1,,,,,,,,,,
WIRED,24,35730,1311,44,160,13.1,,,,,,,,,,
Rclbeauty101,24,292191,11673,233,6334,13.1,,,,,,,,,,
COVERGIRL,26,1429939,449,119,147,13.1,,,,,,,,,,
Good Mythical MORE,23,438430,9521,434,1192,13.1,,,,,,,,,,
Warner Bros. Pictures,24,18497518,294413,15813,55331,13.1,,,,,,,,,,
Safiya Nygaard,22,2605124,125753,1657,11614,13.1,,,,,,,,,,
Gentle Whispering ASMR,26,780795,22541,972,5018,13.1,,,,,,,,,,
VintageTVCommercials,24,12117,21,0,11,13.1,,,,,,,,,,
Metro Los Angeles,19,54303,666,17,59,13.1,,,,,,,,,,
Columbia Sportswear,24,296980,4309,368,397,13.1,,,,,,,,,,
Video Library,22,4517,10,9,31,13.1,,,,,,,,,,
MyLifeAsEva,26,614477,38094,399,3206,13.1,,,,,,,,,,
Davide Quaranta,22,150485,730,1980,871,13.1,,,,,,,,,,
Good Mythical Morning,23,3115373,110378,34120,32349,13.1,,,,,,,,,,
The View,24,230041,1502,1627,1945,13.1,,,,,,,,,,
grav3yardgirl,26,417189,33214,345,6216,13.1,,,,,,,,,,
WatchCut Video,24,718460,20738,256,2366,13.1,,,,,,,,,,
kawaiisweetworld,26,56094,4430,27,449,13.1,,,,,,,,,,
UCF Knights,17,8812,37,0,3,13.1,,,,,,,,,,
Tati,26,572297,24926,637,4391,13.1,,,,,,,,,,
Hulu,24,1480971,946,3691,2166,13.1,,,,,,,,,,
HOT 97,10,61658,592,50,310,13.1,,,,,,,,,,
Amber Scholl,26,436110,22080,805,2388,13.1,,,,,,,,,,
ANDREW HUANG,10,104215,6261,50,868,13.1,,,,,,,,,,
uniservo,28,2675,44,1,12,13.1,,,,,,,,,,
CrazyRussianHacker,28,2007905,45033,2472,8300,13.1,,,,,,,,,,
RM Videos,23,95764,642,54,114,13.1,,,,,,,,,,
Kylie Cosmetics,22,1479383,63020,2070,2728,13.1,,,,,,,,,,
Jody's Corner,1,45289,869,122,177,13.1,,,,,,,,,,
AMAZING HOODFACTSUNCUT,22,190799,191,679,398,13.1,,,,,,,,,,
The X-Files,24,887297,11406,532,1985,13.1,,,,,,,,,,
TED-Ed,27,156314,9183,81,795,13.1,,,,,,,,,,
AIRBORNE-FILMS,1,21739,273,5,24,13.1,,,,,,,,,,
Tech Insider,28,202127,4805,699,679,13.1,,,,,,,,,,
KREM2,22,22543,81,0,39,13.1,,,,,,,,,,
TMZ,24,6435,16,5,5,13.1,,,,,,,,,,
The Jonathan Ross Show,24,3368868,8061,216,447,13.1,,,,,,,,,,
APaperPlaneADay,22,32211,0,0,43,13.1,,,,,,,,,,
Annapurna Channel,1,578603,564,180,228,13.1,,,,,,,,,,
SciShow,27,358494,11959,179,658,13.1,,,,,,,,,,
The Infographics Show,27,149498,4326,120,717,13.1,,,,,,,,,,
amc,24,855013,13768,1232,3623,13.1,,,,,,,,,,
TimandFaithVEVO,10,833978,9825,431,406,13.1,,,,,,,,,,
HaileeSteinfeldVEVO,10,860667,58272,348,1980,13.1,,,,,,,,,,
Wengie,26,8059718,656526,7516,172790,13.1,,,,,,,,,,
GoPro,17,105214,3841,75,202,13.1,,,,,,,,,,
AlishaMarie,26,1403986,69101,1194,12025,13.1,,,,,,,,,,
Tom Daley,17,136218,10165,62,764,13.1,,,,,,,,,,
Austin Evans,28,889108,30310,1506,4431,13.1,,,,,,,,,,
James Charles,24,1036744,76161,11376,11924,13.1,,,,,,,,,,
UFC ON FOX,17,370255,2020,403,1190,13.1,,,,,,,,,,
RAW,22,20710,1508,213,122,13.1,,,,,,,,,,
U.S. Soccer,17,49378,563,38,296,13.1,,,,,,,,,,
John Campea,24,29894,1249,49,810,13.1,,,,,,,,,,
Alabama Crimson Tide on AL.com,17,106619,753,92,316,13.1,,,,,,,,,,
KnowledgeHub,27,148641,8945,215,1994,13.1,,,,,,,,,,
1791L,25,152236,11671,740,3241,13.1,,,,,,,,,,
CNN,25,45080,331,299,1070,13.1,,,,,,,,,,
Big Ten Network,17,155230,586,352,234,13.1,,,,,,,,,,
Pocketful of Primary,27,34053,1444,37,502,13.1,,,,,,,,,,
The Dodo,15,154748,4855,52,402,13.1,,,,,,,,,,
Netflix,24,4244755,172239,1807,16676,14.1,,,,,,,,,,
MLB,17,346675,1993,580,686,14.1,,,,,,,,,,
20th Century Fox,1,3250607,24306,3582,6886,14.1,,,,,,,,,,
Late Night with Seth Meyers,23,1627553,26896,4054,4931,14.1,,,,,,,,,,
Jan N,22,620290,23216,334,4336,14.1,,,,,,,,,,
Associated Press,25,574050,2088,1627,0,14.1,,,,,,,,,,
Jaclyn Hill,26,603428,36875,1452,5367,14.1,,,,,,,,,,
Half as Interesting,27,1054604,21227,2323,3834,14.1,,,,,,,,,,
The Late Show with Stephen Colbert,24,644315,14405,2147,1828,14.1,,,,,,,,,,
Vox,25,333622,15230,674,1842,14.1,,,,,,,,,,
The Late Late Show with James Corden,24,879814,25659,486,2018,14.1,,,,,,,,,,
Liza Koshy,23,3614828,334489,2284,16367,14.1,,,,,,,,,,
BETNetworks,24,28212358,870122,153018,296958,14.1,,,,,,,,,,
BBC Newsnight,25,234646,4317,449,0,14.1,,,,,,,,,,
Real Engineering,28,284649,10852,278,1068,14.1,,,,,,,,,,
The Tonight Show Starring Jimmy Fallon,23,513389,10123,195,578,14.1,,,,,,,,,,
AsapSCIENCE,28,532289,17588,301,1695,14.1,,,,,,,,,,
johnlegendVEVO,10,508819,17634,695,1389,14.1,,,,,,,,,,
Carli Bybel,26,596703,27983,1501,6180,14.1,,,,,,,,,,
KaneBrownVEVO,10,253612,7851,227,446,14.1,,,,,,,,,,
MinuteEarth,28,168082,7393,116,631,14.1,,,,,,,,,,
TheEllenShow,24,269243,4105,144,424,14.1,,,,,,,,,,
Saturday Night Live,24,85052,1458,97,132,14.1,,,,,,,,,,
OfficialGucciMane,10,358313,12121,370,1071,14.1,,,,,,,,,,
markit aneight,22,359438,3050,195,429,14.1,,,,,,,,,,
Team Edge,23,1236244,22249,2761,7408,14.1,,,,,,,,,,
CinemaSins,1,740742,20006,354,3449,14.1,,,,,,,,,,
JessieJVEVO,10,735505,65410,574,3850,14.1,,,,,,,,,,
PinkVEVO,10,357013,24183,380,1091,14.1,,,,,,,,,,
ProZD,1,999913,67469,1621,6230,14.1,,,,,,,,,,
Jimmy Kimmel Live,24,59891,2997,12,170,14.1,,,,,,,,,,
Fueled By Ramen,10,65289,4289,176,577,14.1,,,,,,,,,,
Channel Awesome,24,974025,48582,2481,15440,14.1,,,,,,,,,,
DaveHax,26,86581,2825,99,523,14.1,,,,,,,,,,
Marques Brownlee,28,1008399,64137,888,6101,14.1,,,,,,,,,,
ClevverTV,24,575091,14948,2160,1757,14.1,,,,,,,,,,
ChrisYoungVEVO,10,38103,2323,31,149,14.1,,,,,,,,,,
CNNMoney,25,29377,125,106,267,14.1,,,,,,,,,,
Bebe Rexha,10,123885,19794,177,1441,14.1,,,,,,,,,,
Walk off the Earth,10,438936,30578,462,1712,14.1,,,,,,,,,,
Lisa Eldridge,26,150231,7944,141,785,14.1,,,,,,,,,,
michaeljacksonVEVO,10,644650,37056,649,5334,14.1,,,,,,,,,,
Cracken News,25,3017631,21686,946,4062,14.1,,,,,,,,,,
DariusRuckerVEVO,10,16268,1065,14,67,14.1,,,,,,,,,,
JessiSmiles,23,158909,10655,104,824,14.1,,,,,,,,,,
Ryan Upchurch,24,240624,11680,666,1807,14.1,,,,,,,,,,
Meet Arnold,22,2093286,76938,2429,11594,14.1,,,,,,,,,,
Lessons from the Screenplay,1,125277,10303,54,1198,14.1,,,,,,,,,,
SpaceX,28,390090,8977,124,1060,14.1,,,,,,,,,,
Alesso,10,3982024,306843,36948,42046,14.1,,,,,,,,,,
SUPERFRUIT,24,104104,15788,70,1565,14.1,,,,,,,,,,
WeAreLostKingsVEVO,10,70426,10502,85,1026,14.1,,,,,,,,,,
JK Brickworks,24,55492,2457,12,179,14.1,,,,,,,,,,
itsAlexClark,1,359006,17754,456,4955,14.1,,,,,,,,,,
Auralnauts,23,88977,4715,72,610,14.1,,,,,,,,,,
Nile Wilson,17,240367,11249,79,518,14.1,,,,,,,,,,
The Slow Mo Guys,24,1349500,45784,614,2717,14.1,,,,,,,,,,
Vogue,24,1839253,49803,1847,8660,14.1,,,,,,,,,,
jacksfilms,23,985292,54255,442,28747,14.1,,,,,,,,,,
pixiwoo,26,107946,4602,146,503,14.1,,,,,,,,,,
CGTN,25,4318752,35954,6877,7754,14.1,,,,,,,,,,
KodalineVEVO,10,307255,28386,135,1548,14.1,,,,,,,,,,
ExplosmEntertainment,23,1070980,45144,1497,3217,14.1,,,,,,,,,,
The School of Life,27,89866,4607,161,546,14.1,,,,,,,,,,
Lindsey Stirling,24,1276619,97286,1594,5682,14.1,,,,,,,,,,
Oculus,20,261790,1775,427,750,14.1,,,,,,,,,,
CollegeHumor,23,405090,22331,2021,2801,14.1,,,,,,,,,,
TheBackyardScientist,28,640299,25242,607,3584,14.1,,,,,,,,,,
truTV,24,211267,3426,213,469,14.1,,,,,,,,,,
Mayim Bialik,1,106234,5825,1276,2130,14.1,,,,,,,,,,
HellthyJunkFood,24,425753,12800,396,2838,14.1,,,,,,,,,,
Camila Cabello,10,77212,14557,52,731,14.1,,,,,,,,,,
LustreLux,26,157972,9425,249,1086,14.1,,,,,,,,,,
colinfurze,2,646689,19412,923,1409,14.1,,,,,,,,,,
BuzzFeedVideo,22,1484748,68805,3262,5786,14.1,,,,,,,,,,
SonyPicturesClassics,24,100023,1213,29,166,14.1,,,,,,,,,,
Star Wars,24,27909589,631087,22177,101673,14.1,,,,,,,,,,
bill wurtz,22,1431029,145744,3204,14585,14.1,,,,,,,,,,
Daniel Howell,22,1488263,271091,667,51122,14.1,,,,,,,,,,
Cracked,23,218039,11730,1612,3126,14.1,,,,,,,,,,
PsychoSoprano,23,1501863,62719,703,6574,14.1,,,,,,,,,,
Kris Wu,10,833359,62520,838,6989,14.1,,,,,,,,,,
WalkTheMoonVEVO,10,25259,1814,67,300,14.1,,,,,,,,,,
Chloe Morello,26,72977,7961,70,1198,14.1,,,,,,,,,,
Wil Dasovich,22,233138,10612,149,1981,14.1,,,,,,,,,,
FreeDawkins,17,113911,944,20,550,14.1,,,,,,,,,,
PatrickStarrr,26,1861517,81482,2178,11820,14.1,,,,,,,,,,
Paramore,10,106093,11218,94,717,14.1,,,,,,,,,,
Glam&Gore,22,246230,18245,107,1739,14.1,,,,,,,,,,
Don Giller,27,413950,689,54,0,14.1,,,,,,,,,,
JessieWareVEVO,10,134717,7658,51,335,14.1,,,,,,,,,,
BeckVEVO,10,60020,2470,56,408,14.1,,,,,,,,,,
JakeBuggVEVO,10,116650,15771,117,1131,14.1,,,,,,,,,,
Sophia Grace,10,166154,13568,1091,2584,14.1,,,,,,,,,,
30 Rock Official,24,482376,1234,40,232,14.1,,,,,,,,,,
Numberphile,28,261259,17105,208,1251,14.1,,,,,,,,,,
TheScoreVEVO,10,37433,3476,29,341,14.1,,,,,,,,,,
Watch What Happens Live with Andy Cohen,24,25668,172,22,25,14.1,,,,,,,,,,
GOTDAMN ZO,24,88955,8105,41,893,14.1,,,,,,,,,,
Looper,24,923094,7467,602,1554,14.1,,,,,,,,,,
ESPN,17,65905,960,21,701,14.1,,,,,,,,,,
TomWalkerVEVO,10,33481,3764,476,211,14.1,,,,,,,,,,
Nature on PBS,15,251384,386,9,29,14.1,,,,,,,,,,
Madelaine Petsch,22,115929,10771,16,839,14.1,,,,,,,,,,
Tess Christine,26,174733,10771,113,600,14.1,,,,,,,,,,
E! Entertainment,24,19417,147,25,28,14.1,,,,,,,,,,
Domo and Crissy,23,1098307,72298,1735,9460,14.1,,,,,,,,,,
Refinery29,26,8904,135,11,16,14.1,,,,,,,,,,
BuzzFeedBlue,17,210867,5675,473,589,14.1,,,,,,,,,,
Vanity Fair,23,385723,10264,334,657,14.1,,,,,,,,,,
AnthonyPadilla,23,215866,28469,430,3712,14.1,,,,,,,,,,
CupcakeJemma,26,42994,2160,17,120,14.1,,,,,,,,,,
TED-Ed,27,107316,4358,191,463,14.1,,,,,,,,,,
FOX,24,10184,73,37,33,14.1,,,,,,,,,,
GregoryPorterVEVO,10,35716,1080,24,54,14.1,,,,,,,,,,
WWE,17,6823998,165874,3563,22762,14.1,,,,,,,,,,
PBS NewsHour,25,8453,63,5,0,14.1,,,,,,,,,,
Wassabi Productions,24,940644,45984,1707,4565,14.1,,,,,,,,,,
Demi Lovato,24,867944,46333,706,1873,14.1,,,,,,,,,,
SuperCarlinBrothers,22,226380,9401,350,2149,14.1,,,,,,,,,,
AviciiOfficialVEVO,10,132951,9463,124,605,14.1,,,,,,,,,,
The Global Goals,29,3065622,49653,28863,0,14.1,,,,,,,,,,
Ari Fitz,26,16746,2223,12,253,14.1,,,,,,,,,,
Snapchat,10,159786,0,0,0,14.1,,,,,,,,,,
Volpe Music,10,125178,2394,50,464,14.1,,,,,,,,,,
Charlie Rose,24,263828,7017,79,404,14.1,,,,,,,,,,
Casey Holmes,26,341350,13006,518,1355,14.1,,,,,,,,,,
Braun,17,43022,83,1,8,14.1,,,,,,,,,,
YBF Chic,24,16459,2,0,2,14.1,,,,,,,,,,
Jackie Aina,26,464844,38608,375,4154,14.1,,,,,,,,,,
REACT,24,951106,23609,1007,2572,14.1,,,,,,,,,,
La Guardia Cross,23,78878,7245,25,933,14.1,,,,,,,,,,
Smosh,23,2228187,63371,6570,7679,14.1,,,,,,,,,,
Business Insider,25,726365,2215,6029,7001,14.1,,,,,,,,,,
Tyler Oakley,24,203723,16231,396,2515,14.1,,,,,,,,,,
Desi Perkins,26,454394,34689,340,4039,14.1,,,,,,,,,,
First We Feast,26,450893,11990,203,1174,14.1,,,,,,,,,,
St. Vincent,10,215669,3959,192,570,14.1,,,,,,,,,,
Courtelizz1,26,109892,11615,29,2319,14.1,,,,,,,,,,
Nerdist,24,99824,3016,180,580,14.1,,,,,,,,,,
Dancing With The Stars,24,306800,1409,17,79,14.1,,,,,,,,,,
ThreadBanger,26,954570,66742,576,6572,14.1,,,,,,,,,,
Peter McKinnon,22,277534,17321,176,1991,14.1,,,,,,,,,,
CaseyNeistat,22,3306557,112754,5500,11169,14.1,,,,,,,,,,
Man About Cake,26,144769,7789,70,902,14.1,,,,,,,,,,
Jeremy Jahns,24,390088,17312,419,2737,14.1,,,,,,,,,,
MyHarto,26,49655,4600,23,397,14.1,,,,,,,,,,
Arcus-3D,28,4785,20,1,2,14.1,,,,,,,,,,
Dan Nystedt,22,2545310,7856,398,1221,14.1,,,,,,,,,,
jypentertainment,10,9018901,793387,7496,160072,14.1,,,,,,,,,,
Crate and Barrel,26,35753,224,227,0,14.1,,,,,,,,,,
LIVEKellyandRyan,24,21123,61,5,21,14.1,,,,,,,,,,
FilmRise Releasing,24,174248,1213,8,152,14.1,,,,,,,,,,
ViralHog,22,23950,37,11,29,14.1,,,,,,,,,,
LastWeekTonight,24,4968915,131224,11071,28661,14.1,,,,,,,,,,
Dulce Candy,26,34065,1489,55,163,14.1,,,,,,,,,,
NFL,17,704298,5504,325,1748,14.1,,,,,,,,,,
How To Cake It,26,587362,27076,234,2554,14.1,,,,,,,,,,
Mini Marley,26,70089,6122,65,388,14.1,,,,,,,,,,
Life Noggin,27,791770,20342,655,3863,14.1,,,,,,,,,,
Jenny Nicholson,1,140478,7009,569,1592,14.1,,,,,,,,,,
DavidParody,23,378726,18140,713,3066,14.1,,,,,,,,,,
Amazon Video,24,62903,623,31,60,14.1,,,,,,,,,,
Video Library,22,4885,10,9,34,14.1,,,,,,,,,,
Rclbeauty101,24,318753,12251,250,6477,14.1,,,,,,,,,,
Good Morning America,24,10214,77,2,13,14.1,,,,,,,,,,
Safiya Nygaard,22,2669462,128059,1685,11756,14.1,,,,,,,,,,
MavinRecords,10,79625,1843,102,255,14.1,,,,,,,,,,
Gentle Whispering ASMR,26,921008,24448,1062,5360,14.1,,,,,,,,,,
NightHawkInLight,27,231846,7655,115,1082,14.1,,,,,,,,,,
COVERGIRL,26,1623683,471,131,158,14.1,,,,,,,,,,
MyLifeAsEva,26,674187,40795,442,3388,14.1,,,,,,,,,,
TV Shows,22,856170,5696,1740,1523,14.1,,,,,,,,,,
In Real Life,22,228218,5648,1136,1744,14.1,,,,,,,,,,
VintageTVCommercials,24,12193,21,0,11,14.1,,,,,,,,,,
Good Mythical Morning,23,3161383,111291,34393,32702,14.1,,,,,,,,,,
Warner Bros. Pictures,24,19194567,298938,16124,56329,14.1,,,,,,,,,,
Kevin Noon,17,2373,14,0,2,14.1,,,,,,,,,,
Columbia Sportswear,24,342350,4489,411,407,14.1,,,,,,,,,,
Davide Quaranta,22,150965,731,1980,871,14.1,,,,,,,,,,
Good Mythical MORE,23,444096,9581,437,1199,14.1,,,,,,,,,,
kawaiisweetworld,26,62600,4715,29,483,14.1,,,,,,,,,,
grav3yardgirl,26,429686,33915,358,6287,14.1,,,,,,,,,,
The View,24,231986,1505,1630,1949,14.1,,,,,,,,,,
WatchCut Video,24,746580,21409,265,2448,14.1,,,,,,,,,,
Tati,26,583725,25313,647,4413,14.1,,,,,,,,,,
Shawn Setaro,22,3300,16,3,2,14.1,,,,,,,,,,
Hulu,24,1974752,1185,8734,4213,14.1,,,,,,,,,,
Fortune Magazine,25,7959,61,74,141,14.1,,,,,,,,,,
Amber Scholl,26,455746,22682,823,2407,14.1,,,,,,,,,,
ANDREW HUANG,10,108410,6436,51,884,14.1,,,,,,,,,,
uniservo,28,2845,45,1,12,14.1,,,,,,,,,,
RM Videos,23,118948,762,60,132,14.1,,,,,,,,,,
Kylie Cosmetics,22,1508080,64052,2108,2735,14.1,,,,,,,,,,
Jody's Corner,1,45799,874,124,177,14.1,,,,,,,,,,
CrazyRussianHacker,28,2096855,45957,2533,8474,14.1,,,,,,,,,,
